symbol,date,time,volume,daily_rng,last_price,change,change_pct,52wH,52wH_pct,avg_vol
0001.HK,6/9/2017,4:08pm,10927973,99.00 - 100.50,100.0,-1.3,-1.28%,-3.9,-3.75%,4855830.0
0002.HK,6/9/2017,4:08pm,4595317,83.60 - 84.60,84.15,0.15,+0.18%,-1.35,-1.58%,2604830.0
0003.HK,6/9/2017,4:08pm,29035473,14.70 - 15.00,15.0,-0.06,-0.42%,-0.27,-1.79%,12111700.0
0004.HK,6/9/2017,4:08pm,5537491,68.80 - 70.65,69.55,-1.0,-1.42%,-2.2,-3.07%,4383550.0
0005.HK,6/9/2017,4:08pm,37982908,68.30 - 69.00,68.6,-0.4,-0.58%,-0.6,-0.87%,20411000.0
0006.HK,6/9/2017,4:08pm,4179701,69.90 - 70.65,70.45,-0.75,-1.05%,-7.5,-9.62%,3750390.0
0007.HK,6/9/2017,3:59pm,902000,0.91 - 0.94,0.93,0.0,+0.00%,-0.12,-11.43%,2576120.0
0008.HK,6/9/2017,4:08pm,7055421,4.43 - 4.48,4.44,-0.03,-0.67%,-1.33,-23.05%,10721700.0
0009.HK,6/9/2017,3:58pm,15144000,0.32 - 0.34,0.33,0.0,+0.00%,-0.25,-43.10%,11005900.0
0010.HK,6/9/2017,4:08pm,404693,33.30 - 34.40,33.8,0.05,+0.15%,-2.1,-5.85%,764909.0
0011.HK,6/9/2017,4:08pm,1341438,160.10 - 163.90,163.9,1.1,+0.68%,-2.0,-1.21%,852065.0
0012.HK,6/9/2017,4:08pm,4954667,45.50 - 46.50,46.0,-0.25,-0.54%,-1.91,-3.98%,3068730.0
0014.HK,6/9/2017,4:08pm,986987,37.45 - 38.00,38.0,0.0,+0.00%,-0.7,-1.81%,1076670.0
0015.HK,6/9/2017,3:57pm,226000,1.12 - 1.13,1.12,0.0,+0.00%,-0.48,-30.00%,799045.0
0016.HK,6/9/2017,4:08pm,4613631,119.70 - 123.00,121.5,-0.1,-0.08%,-2.6,-2.10%,3674370.0
0017.HK,6/9/2017,4:08pm,27326087,10.46 - 10.80,10.7,0.04,+0.38%,-0.24,-2.19%,14482000.0
0018.HK,6/9/2017,11:51am,74000,0.91 - 0.91,0.91,0.01,+1.11%,-0.12,-11.65%,255702.0
0019.HK,6/9/2017,4:08pm,2011105,78.25 - 79.25,79.0,-0.25,-0.32%,-15.4,-16.31%,1631660.0
0020.HK,6/9/2017,4:08pm,1108921,62.35 - 63.40,63.3,-0.1,-0.16%,-0.9,-1.40%,1167360.0
0021.HK,6/8/2017,3:57pm,850000,0.240 - 0.248,0.248,0.0,+0.000%,-0.102,-29.143%,133134.0
0022.HK,6/9/2017,3:07pm,260000,0.32 - 0.33,0.33,-0.0,-1.49%,-0.05,-14.29%,1273710.0
0023.HK,6/9/2017,4:08pm,3718137,32.85 - 33.80,33.8,0.8,+2.42%,-0.95,-2.73%,1136900.0
0024.HK,6/9/2017,3:59pm,12912000,0.199 - 0.212,0.207,0.009,+4.545%,-0.088,-29.831%,12851200.0
0025.HK,6/9/2017,3:48pm,81286,13.32 - 13.38,13.38,-0.02,-0.15%,-0.42,-3.04%,29978.0
0026.HK,6/9/2017,3:54pm,7000,106.50 - 107.00,106.7,0.6,+0.57%,-19.3,-15.32%,8185.0
0027.HK,6/9/2017,4:08pm,9847493,46.75 - 47.75,47.1,-0.35,-0.74%,-0.7,-1.46%,14483600.0
0028.HK,6/9/2017,3:59pm,516000,5.30 - 5.49,5.34,-0.06,-1.11%,-1.79,-25.11%,465212.0
0029.HK,6/9/2017,3:53pm,378240,7.69 - 8.22,7.95,0.36,+4.74%,-1.25,-13.59%,418205.0
0030.HK,6/9/2017,3:59pm,14206000,0.28 - 0.29,0.28,-0.01,-3.45%,-0.13,-32.53%,23311500.0
0031.HK,6/9/2017,3:59pm,4401654,1.00 - 1.02,1.02,0.0,+0.00%,-0.13,-11.30%,4892940.0
0032.HK,6/9/2017,3:21pm,2970,11.64 - 11.66,11.64,0.0,+0.00%,-0.36,-3.00%,82851.0
0033.HK,6/9/2017,3:59pm,43130000,0.094 - 0.104,0.095,-0.002,-2.062%,-0.154,-61.847%,31436700.0
0034.HK,6/9/2017,3:59pm,958000,8.74 - 8.83,8.83,0.09,+1.03%,-0.02,-0.23%,884882.0
0035.HK,6/9/2017,3:59pm,2402368,4.07 - 4.19,4.19,0.08,+1.95%,0.0,+0.00%,1428480.0
0036.HK,6/9/2017,3:56pm,159000,0.79 - 0.80,0.79,-0.01,-1.25%,-0.92,-53.80%,2005190.0
0037.HK,6/9/2017,3:04pm,786000,0.40 - 0.41,0.41,0.0,+0.00%,-0.14,-25.45%,320435.0
0038.HK,6/9/2017,4:08pm,1942000,4.05 - 4.17,4.08,-0.08,-1.92%,-1.07,-20.78%,1448740.0
0039.HK,6/9/2017,3:59pm,4720000,0.390 - 0.400,0.395,0.0,+0.000%,-0.1,-20.202%,5423300.0
0040.HK,6/9/2017,1:19pm,379000,0.75 - 0.77,0.76,0.0,+0.00%,-0.07,-8.43%,82930.0
0041.HK,6/9/2017,4:08pm,286248,38.60 - 39.95,39.5,-0.45,-1.13%,-0.6,-1.50%,266279.0
0042.HK,6/9/2017,3:49pm,400000,2.28 - 2.32,2.3,-0.06,-2.54%,-0.97,-29.66%,974291.0
0043.HK,6/9/2017,3:58pm,6165201,0.64 - 0.65,0.65,0.01,+1.56%,-0.42,-39.25%,7550530.0
0044.HK,6/9/2017,3:59pm,53200,53.00 - 53.40,53.25,-0.15,-0.28%,-12.2,-18.64%,58878.0
0045.HK,6/9/2017,3:59pm,1905953,9.90 - 10.50,10.38,0.85,+8.92%,-0.12,-1.14%,539213.0
0046.HK,6/9/2017,1:35pm,30000,2.95 - 2.96,2.95,-0.08,-2.64%,-0.61,-17.13%,161612.0
0047.HK,6/9/2017,3:59pm,7292000,0.214 - 0.230,0.216,-0.01,-4.425%,-0.079,-26.780%,11044800.0
0048.HK,6/9/2017,3:58pm,780000,0.149 - 0.153,0.152,0.0,+0.000%,-0.113,-42.642%,1872330.0
0050.HK,6/9/2017,3:53pm,20000,8.90 - 8.97,8.96,0.01,+0.11%,-0.41,-4.38%,89372.0
0051.HK,6/9/2017,3:59pm,114000,14.36 - 14.50,14.4,0.0,+0.00%,-0.74,-4.89%,35334.0
0052.HK,6/9/2017,3:59pm,86000,33.00 - 33.35,33.2,-0.3,-0.90%,-6.4,-16.16%,253514.0
0053.HK,6/9/2017,3:59pm,12000,90.90 - 91.10,90.9,-0.4,-0.44%,-2.7,-2.88%,11406.0
0054.HK,6/9/2017,3:59pm,366078,29.90 - 30.70,30.0,-0.55,-1.80%,-0.8,-2.60%,340127.0
0055.HK,6/9/2017,3:59pm,222900,0.55 - 0.57,0.56,0.0,+0.00%,-0.19,-25.33%,522971.0
0056.HK,6/9/2017,3:59pm,349186,1.72 - 1.73,1.73,0.01,+0.58%,-0.36,-17.22%,2170780.0
0057.HK,6/8/2017,2:43pm,294000,2.05 - 2.10,2.06,0.01,+0.49%,-0.12,-5.50%,83022.0
0058.HK,6/9/2017,3:56pm,27160000,0.106 - 0.112,0.108,-0.003,-2.703%,-0.152,-58.462%,35495100.0
0059.HK,6/9/2017,3:57pm,12262000,0.92 - 0.96,0.92,-0.04,-4.17%,-0.24,-20.69%,12436500.0
0060.HK,6/5/2017,3:59pm,138000,1.10 - 1.18,1.14,0.0,+0.00%,-0.26,-18.57%,65709.0
0061.HK,6/9/2017,3:59pm,296235000,0.031 - 0.033,0.033,0.0,+0.000%,-0.013,-28.261%,277894016.0
0062.HK,6/9/2017,3:59pm,217957,25.40 - 25.65,25.65,0.25,+0.98%,-1.1,-4.11%,151688.0
0063.HK,6/9/2017,3:54pm,331000,0.49 - 0.50,0.5,0.0,+0.00%,-0.46,-47.92%,1508130.0
0064.HK,6/9/2017,3:59pm,11450000,0.275 - 0.280,0.275,0.0,+0.000%,-0.015,-5.172%,6598350.0
0065.HK,6/9/2017,3:59pm,1736000,0.350 - 0.370,0.355,-0.005,-1.389%,-0.255,-41.803%,6242280.0
0066.HK,6/9/2017,4:08pm,4514803,43.90 - 44.40,44.1,-0.05,-0.11%,-5.9,-11.80%,4881290.0
0068.HK,5/10/2017,3:53pm,400,5.79 - 5.83,5.8,0.0,+0.00%,-0.58,-9.09%,1761.0
0069.HK,6/9/2017,4:08pm,2358069,12.60 - 13.00,12.76,-0.22,-1.69%,-0.74,-5.48%,1957930.0
0070.HK,6/9/2017,3:49pm,706000,0.38 - 0.40,0.39,0.0,+0.00%,-0.16,-29.09%,1764450.0
0071.HK,6/9/2017,3:59pm,545002,17.50 - 17.74,17.74,0.16,+0.91%,-0.8,-4.32%,246139.0
0072.HK,6/9/2017,10:57am,10000,1.10 - 1.10,1.09,-0.01,-0.91%,-0.26,-19.26%,21194.0
0075.HK,6/9/2017,3:12pm,15000,2.38 - 2.41,2.41,-0.04,-1.63%,-1.81,-42.93%,64049.0
0076.HK,6/9/2017,3:59pm,94421200,0.073 - 0.080,0.076,0.003,+4.110%,-0.065,-46.099%,26289300.0
0077.HK,6/9/2017,10:25am,10000,1.56 - 1.56,1.56,-0.01,-0.64%,-0.03,-1.89%,34045.0
0078.HK,6/9/2017,3:59pm,1304400,6.79 - 6.95,6.85,0.05,+0.74%,-0.1,-1.44%,1052110.0
0079.HK,6/8/2017,3:17pm,162500,0.73 - 0.79,0.77,0.0,+0.00%,-0.19,-19.79%,63901.0
0081.HK,6/9/2017,4:08pm,8582800,4.48 - 4.72,4.59,-0.11,-2.34%,-0.21,-4.38%,8100430.0
0082.HK,6/9/2017,3:59pm,11048400,0.260 - 0.270,0.265,-0.005,-1.852%,-0.17,-39.080%,16040100.0
0083.HK,6/9/2017,4:08pm,11744048,13.54 - 13.80,13.58,-0.18,-1.31%,-0.9,-6.22%,3916580.0
0084.HK,6/9/2017,3:38pm,208000,0.60 - 0.61,0.61,0.0,+0.00%,-0.11,-15.28%,246711.0
0085.HK,6/9/2017,3:59pm,4232000,1.37 - 1.42,1.4,0.0,+0.00%,-0.86,-38.05%,2301830.0
0086.HK,6/9/2017,4:08pm,877490,5.06 - 5.08,5.08,0.0,+0.00%,-0.82,-13.90%,1050770.0
0087.HK,6/9/2017,3:59pm,1392500,13.92 - 14.06,13.98,-0.08,-0.57%,-2.66,-15.99%,1218710.0
0088.HK,6/9/2017,3:59pm,227915,8.04 - 8.14,8.08,-0.05,-0.62%,-0.11,-1.34%,216115.0
0089.HK,6/9/2017,3:59pm,133815,5.35 - 5.44,5.36,-0.08,-1.47%,-0.19,-3.42%,59008.0
0090.HK,6/9/2017,10:16am,46000,1.19 - 1.20,1.21,0.02,+1.68%,-0.46,-27.54%,163219.0
0091.HK,6/9/2017,3:59pm,18250312,0.082 - 0.089,0.088,0.004,+4.762%,-0.236,-72.840%,24609800.0
0092.HK,6/9/2017,3:13pm,262000,0.110 - 0.113,0.113,0.002,+1.802%,-0.091,-44.608%,1436320.0
0093.HK,6/9/2017,2:22pm,78000,0.79 - 0.80,0.79,-0.01,-1.25%,-0.1,-11.24%,246866.0
0094.HK,6/9/2017,3:14pm,265000,0.97 - 1.00,0.99,0.01,+1.02%,-0.37,-27.21%,998050.0
0095.HK,6/9/2017,3:59pm,1506200,1.96 - 2.00,1.99,-0.01,-0.50%,-0.65,-24.62%,2417460.0
0096.HK,6/9/2017,2:08pm,10000,2.02 - 2.02,2.03,-0.11,-5.14%,-0.4,-16.46%,34478.0
0097.HK,6/9/2017,3:59pm,1681885,0.65 - 0.66,0.65,0.0,+0.00%,-0.04,-5.80%,1207410.0
0098.HK,6/9/2017,3:59pm,2124000,3.34 - 3.51,3.48,0.11,+3.26%,-0.19,-5.18%,791388.0
0099.HK,6/8/2017,9:30am,1153,3.44 - 3.44,3.48,0.0,+0.00%,-0.11,-3.06%,96127.0
0100.HK,6/9/2017,1:40pm,20000,9.21 - 9.54,9.26,0.07,+0.76%,-0.34,-3.54%,141133.0
0101.HK,6/9/2017,4:08pm,5745350,20.80 - 21.80,21.15,0.05,+0.24%,-0.65,-2.98%,4775440.0
0102.HK,6/9/2017,3:59pm,4242000,1.89 - 1.99,1.91,-0.06,-3.05%,-1.28,-40.13%,6160640.0
0103.HK,6/9/2017,3:00pm,346000,0.250 - 0.255,0.255,0.005,+2.000%,-0.11,-30.137%,546112.0
0104.HK,6/8/2017,11:12am,40200,0.180 - 0.180,0.186,0.003,+1.639%,-0.064,-25.600%,139130.0
0105.HK,6/8/2017,3:59pm,8000,23.25 - 23.70,23.9,0.0,+0.00%,-1.4,-5.53%,4245.0
0106.HK,6/9/2017,11:40am,1212000,0.63 - 0.64,0.63,0.0,+0.00%,-0.09,-12.50%,923410.0
0107.HK,6/9/2017,4:08pm,1114000,3.31 - 3.34,3.32,-0.01,-0.30%,-0.31,-8.54%,2108460.0
0108.HK,6/9/2017,2:29pm,254000,1.01 - 1.05,1.05,0.04,+3.96%,-0.49,-31.82%,131642.0
0109.HK,6/9/2017,4:08pm,1930000,0.40 - 0.41,0.4,0.0,+0.00%,-0.22,-35.48%,4106430.0
0110.HK,6/9/2017,1:48pm,220000,0.30 - 0.31,0.32,0.01,+3.23%,-0.18,-36.00%,177970.0
0111.HK,6/9/2017,3:51pm,1000000,0.95 - 0.97,0.96,-0.01,-1.03%,-0.2,-17.24%,447052.0
0112.HK,6/9/2017,3:37pm,22992,2.87 - 3.47,3.39,-0.08,-2.31%,-0.75,-18.12%,72234.0
0113.HK,6/9/2017,3:59pm,212554,3.14 - 3.22,3.17,-0.04,-1.25%,-0.08,-2.46%,201872.0
0114.HK,6/9/2017,3:55pm,370000,1.13 - 1.18,1.15,0.0,+0.00%,-0.07,-5.74%,83440.0
0115.HK,6/9/2017,3:57pm,730000,0.191 - 0.194,0.192,0.0,+0.000%,-0.263,-57.802%,780240.0
0116.HK,6/9/2017,3:59pm,901000,18.52 - 19.30,19.22,0.64,+3.44%,-1.63,-7.82%,336194.0
0117.HK,6/9/2017,3:31pm,52000,1.26 - 1.32,1.26,-0.02,-1.56%,-1.35,-51.67%,356531.0
0118.HK,6/9/2017,2:56pm,976000,0.54 - 0.55,0.54,0.0,+0.00%,-0.04,-6.90%,246656.0
0119.HK,6/9/2017,4:08pm,8438600,3.27 - 3.38,3.34,-0.02,-0.60%,-0.26,-7.22%,8886590.0
0120.HK,6/9/2017,3:59pm,22455500,0.415 - 0.430,0.415,0.0,+0.000%,-0.015,-3.488%,6664920.0
0121.HK,6/8/2017,10:27am,290000,0.125 - 0.140,0.123,0.0,+0.000%,-0.033,-21.154%,170443.0
0122.HK,6/9/2017,3:59pm,590000,1.01 - 1.03,1.03,0.02,+1.98%,-0.24,-18.90%,1012590.0
0123.HK,6/9/2017,4:08pm,51665180,1.34 - 1.39,1.36,-0.03,-2.16%,-0.07,-4.90%,31739500.0
0124.HK,6/9/2017,3:59pm,126000,1.74 - 1.77,1.76,0.0,+0.00%,-0.61,-25.74%,459984.0
0125.HK,6/8/2017,3:53pm,164000,2.89 - 2.94,2.89,0.0,+0.00%,-0.07,-2.36%,33642.0
0126.HK,6/9/2017,1:15pm,124000,0.81 - 0.83,0.82,-0.01,-1.20%,-0.06,-6.82%,608651.0
0127.HK,6/9/2017,3:59pm,13203085,14.68 - 14.98,14.92,-0.04,-0.27%,-10.88,-42.17%,1606150.0
0128.HK,6/9/2017,3:58pm,6148000,0.56 - 0.59,0.59,0.03,+5.36%,-0.08,-11.94%,2104760.0
0129.HK,6/9/2017,3:59pm,1655254,2.25 - 2.32,2.29,-0.03,-1.29%,-0.07,-2.97%,1669410.0
0130.HK,6/9/2017,10:13am,5333,1.24 - 1.25,1.27,-0.03,-2.31%,-0.34,-21.12%,40886.0
0131.HK,6/9/2017,3:42pm,5000,5.22 - 5.22,5.22,0.0,+0.00%,-1.08,-17.14%,36890.0
0132.HK,6/9/2017,3:59pm,502000,0.62 - 0.65,0.65,0.0,+0.00%,-0.55,-45.83%,694170.0
0135.HK,6/9/2017,4:08pm,15229779,6.57 - 6.71,6.67,0.0,+0.06%,-1.37,-17.04%,13216000.0
0136.HK,6/9/2017,4:08pm,148065250,0.119 - 0.123,0.119,-0.003,-2.459%,-0.651,-84.545%,290240000.0
0137.HK,6/8/2017,3:03pm,22000,0.79 - 0.84,0.84,0.0,+0.00%,-0.41,-32.80%,67537.0
0138.HK,6/9/2017,3:59pm,1970500,1.05 - 1.13,1.12,0.08,+7.69%,-0.12,-9.68%,300519.0
0139.HK,6/9/2017,3:59pm,37073524,0.250 - 0.265,0.255,-0.01,-3.774%,-0.115,-31.081%,59449800.0
0141.HK,6/9/2017,3:59pm,108000,1.67 - 1.75,1.72,0.05,+2.99%,-4.53,-72.48%,507276.0
0142.HK,6/9/2017,4:08pm,1297739,5.86 - 5.98,5.89,-0.09,-1.51%,-0.46,-7.24%,3132490.0
0143.HK,6/9/2017,3:58pm,5126000,0.25 - 0.26,0.26,0.0,+0.00%,-0.06,-18.03%,12051000.0
0144.HK,6/9/2017,4:08pm,6652247,21.60 - 22.45,21.9,-0.55,-2.45%,-1.9,-7.98%,3390020.0
0145.HK,6/9/2017,2:24pm,1200000,0.220 - 0.225,0.225,0.0,+0.000%,-0.215,-48.864%,6021270.0
0146.HK,6/9/2017,10:35am,20000,2.18 - 2.18,2.18,0.0,+0.00%,-0.33,-13.15%,16612.0
0147.HK,6/9/2017,3:59pm,9375000,1.28 - 1.34,1.34,0.01,+0.75%,-0.45,-25.14%,10065000.0
0148.HK,6/9/2017,4:08pm,2588900,28.80 - 29.35,29.35,0.4,+1.38%,-0.75,-2.49%,2094440.0
0149.HK,6/9/2017,3:59pm,46510021,0.295 - 0.350,0.305,-0.03,-8.955%,-1.225,-80.065%,50697400.0
0151.HK,6/9/2017,4:08pm,19219171,5.64 - 5.84,5.74,0.01,+0.17%,-0.11,-1.88%,14083300.0
0152.HK,6/9/2017,4:08pm,5428464,13.50 - 13.88,13.88,0.04,+0.29%,-0.12,-0.86%,3359940.0
0153.HK,6/9/2017,3:59pm,6352000,0.56 - 0.58,0.58,0.0,+0.00%,-0.13,-18.31%,5363910.0
0154.HK,6/9/2017,3:58pm,590000,1.34 - 1.37,1.35,-0.03,-2.17%,-0.37,-21.51%,563547.0
0156.HK,6/9/2017,3:57pm,2202000,0.247 - 0.250,0.247,-0.002,-0.803%,-0.023,-8.519%,1620750.0
0157.HK,6/9/2017,3:29pm,660000,0.77 - 0.79,0.77,-0.02,-2.53%,-0.28,-26.67%,470470.0
0158.HK,6/8/2017,3:42pm,3000,196.00 - 196.00,196.0,0.0,+0.00%,-3.0,-1.51%,1858.0
0159.HK,6/9/2017,2:33pm,108000,0.157 - 0.161,0.156,0.008,+5.405%,-0.031,-16.578%,538463.0
0160.HK,6/9/2017,3:59pm,883000,4.19 - 4.32,4.2,-0.14,-3.23%,-0.43,-9.29%,168922.0
0161.HK,6/9/2017,3:37pm,30000,3.92 - 3.95,3.95,0.02,+0.51%,-0.88,-18.22%,455284.0
0162.HK,6/9/2017,1:44pm,218000,0.375 - 0.380,0.375,-0.005,-1.316%,-0.315,-45.652%,562742.0
0163.HK,6/9/2017,3:59pm,866000,2.48 - 2.53,2.49,-0.03,-1.19%,-0.14,-5.32%,2133430.0
0164.HK,6/9/2017,3:53pm,22700000,0.18 - 0.19,0.19,0.0,+0.00%,-0.12,-37.70%,28695200.0
0165.HK,6/9/2017,4:08pm,5510800,17.80 - 18.46,17.96,-0.36,-1.97%,-0.84,-4.47%,4309590.0
0166.HK,6/9/2017,3:54pm,3468750,0.26 - 0.28,0.27,-0.01,-3.57%,-0.07,-21.74%,8075650.0
0167.HK,6/9/2017,3:44pm,138000,0.24 - 0.24,0.24,-0.0,-1.23%,-0.16,-39.24%,1068500.0
0168.HK,6/9/2017,4:08pm,2092090,35.80 - 36.75,36.3,0.3,+0.83%,-1.4,-3.71%,992622.0
0169.HK,6/9/2017,2:19pm,54000,0.70 - 0.71,0.7,0.01,+1.45%,-0.19,-21.35%,294683.0
0171.HK,6/9/2017,3:39pm,276000,1.16 - 1.18,1.17,-0.01,-0.85%,-0.18,-13.33%,1555290.0
0172.HK,6/9/2017,11:13am,21000,0.224 - 0.224,0.224,-0.01,-4.274%,-0.131,-36.901%,922564.0
0173.HK,6/9/2017,4:08pm,4095195,5.16 - 5.33,5.17,-0.12,-2.27%,-0.26,-4.79%,3962800.0
0174.HK,6/9/2017,1:08pm,50000,0.99 - 1.00,1.0,0.01,+1.01%,-0.62,-38.27%,219433.0
0175.HK,6/9/2017,4:08pm,156665035,15.02 - 15.60,15.48,0.34,+2.25%,-0.12,-0.77%,80437400.0
0176.HK,6/9/2017,2:02pm,134000,0.58 - 0.61,0.6,-0.01,-1.64%,-0.17,-22.08%,602640.0
0177.HK,6/9/2017,4:08pm,4956000,11.14 - 11.34,11.26,-0.02,-0.18%,-0.54,-4.58%,3273390.0
0178.HK,6/9/2017,4:08pm,5443854,3.50 - 3.59,3.53,0.0,+0.00%,-0.26,-6.86%,4782820.0
0179.HK,6/9/2017,4:08pm,36232914,26.85 - 27.70,27.65,-0.6,-2.12%,-0.95,-3.32%,1044520.0
0180.HK,6/7/2017,9:44am,300000,0.74 - 0.74,0.74,0.0,+0.00%,-0.09,-10.84%,116842.0
0181.HK,6/9/2017,2:34pm,340000,0.370 - 0.385,0.385,-0.005,-1.282%,-0.175,-31.250%,205938.0
0182.HK,6/9/2017,3:59pm,17020000,0.335 - 0.345,0.345,0.005,+1.471%,-0.155,-31.000%,19811600.0
0183.HK,6/9/2017,3:59pm,3552000,0.190 - 0.192,0.192,0.001,+0.524%,-0.04,-17.241%,3921770.0
0184.HK,6/9/2017,9:49am,92000,6.45 - 6.59,6.5,-0.1,-1.52%,-1.1,-14.47%,19223.0
0185.HK,6/9/2017,3:56pm,614275,0.217 - 0.220,0.217,0.0,+0.000%,-0.032,-12.851%,1605830.0
0186.HK,6/8/2017,1:40pm,180000,0.34 - 0.34,0.34,0.0,+0.00%,-0.26,-43.33%,186802.0
0187.HK,6/9/2017,1:21pm,164000,2.20 - 2.23,2.21,-0.06,-2.64%,-1.79,-44.75%,257881.0
0188.HK,6/9/2017,3:54pm,1870000,0.123 - 0.124,0.124,0.0,+0.000%,-0.074,-37.374%,3408430.0
0189.HK,6/9/2017,3:59pm,44230480,3.53 - 3.84,3.61,0.0,+0.00%,-0.23,-5.99%,32626000.0
0190.HK,6/9/2017,3:59pm,455637,5.54 - 5.65,5.57,-0.06,-1.07%,-0.27,-4.62%,476964.0
0191.HK,6/9/2017,3:59pm,944961,2.68 - 2.70,2.68,-0.03,-1.11%,-0.04,-1.47%,381290.0
0193.HK,6/9/2017,3:53pm,631500,0.077 - 0.079,0.078,0.002,+2.632%,-0.038,-32.759%,870472.0
0194.HK,6/9/2017,3:59pm,110000,11.86 - 11.96,11.86,-0.1,-0.84%,-0.6,-4.82%,156442.0
0195.HK,6/9/2017,3:58pm,11160000,0.10 - 0.11,0.11,0.0,+0.92%,-0.08,-42.11%,7534930.0
0196.HK,6/9/2017,3:59pm,3280000,0.67 - 0.69,0.69,0.01,+1.47%,-0.3,-30.30%,7745150.0
0197.HK,6/9/2017,3:59pm,70888796,0.67 - 0.76,0.75,-0.01,-1.32%,-0.1,-11.76%,30021200.0
0198.HK,6/2/2017,3:59pm,13789931,0.68 - 0.71,0.71,0.0,+0.00%,-0.08,-10.13%,18245400.0
0199.HK,6/9/2017,3:59pm,200117,3.11 - 3.14,3.13,0.0,+0.00%,-0.4,-11.33%,486954.0
0200.HK,6/9/2017,4:08pm,9482396,19.90 - 20.75,20.1,-0.5,-2.43%,-0.7,-3.37%,7208740.0
0201.HK,6/9/2017,3:59pm,5858702,0.230 - 0.247,0.247,0.013,+5.556%,-0.023,-8.519%,1595980.0
0202.HK,6/9/2017,3:59pm,1048500,0.238 - 0.246,0.244,0.0,+0.000%,-0.176,-41.905%,3845610.0
0205.HK,6/9/2017,3:56pm,2545000,0.099 - 0.105,0.101,-0.001,-0.980%,-0.055,-35.256%,17804700.0
0206.HK,6/9/2017,3:46pm,50000,0.69 - 0.69,0.69,-0.01,-1.41%,-0.81,-54.00%,534169.0
0207.HK,6/9/2017,4:08pm,17030000,1.18 - 1.23,1.19,-0.04,-3.25%,-0.25,-17.36%,6481730.0
0208.HK,6/9/2017,3:45pm,3945000,0.62 - 0.67,0.64,0.01,+1.59%,-0.03,-4.48%,713231.0
0209.HK,6/9/2017,3:47pm,348000,0.142 - 0.145,0.142,-0.003,-2.069%,-0.158,-52.667%,3829510.0
0210.HK,6/9/2017,3:59pm,862239,0.81 - 0.83,0.82,-0.01,-1.20%,-0.45,-35.43%,1785560.0
0211.HK,6/9/2017,3:59pm,4883149,0.225 - 0.231,0.227,0.007,+3.182%,-0.133,-36.944%,1643280.0
0212.HK,6/9/2017,1:53pm,1000,42.80 - 42.80,42.8,-0.35,-0.81%,-2.0,-4.46%,1594.0
0213.HK,6/9/2017,3:58pm,263873,1.06 - 1.06,1.06,-0.01,-0.93%,-0.11,-9.40%,208444.0
0214.HK,6/9/2017,3:40pm,124000,2.31 - 2.39,2.35,-0.03,-1.26%,-0.04,-1.67%,445377.0
0215.HK,6/9/2017,4:08pm,24378011,2.49 - 2.52,2.5,0.03,+1.21%,-0.59,-19.09%,6824070.0
0216.HK,6/9/2017,3:54pm,628000,3.26 - 3.35,3.29,-0.06,-1.79%,-0.35,-9.62%,311036.0
0217.HK,6/9/2017,2:47pm,1280000,0.38 - 0.38,0.38,0.0,+0.00%,-0.39,-50.65%,3539960.0
0218.HK,6/9/2017,3:58pm,810000,3.08 - 3.17,3.12,-0.05,-1.58%,-1.46,-31.88%,866074.0
0219.HK,6/9/2017,3:24pm,36841,3.05 - 3.10,3.05,0.0,+0.00%,-0.23,-7.01%,98824.0
0220.HK,6/9/2017,4:08pm,3326300,5.67 - 5.89,5.8,-0.11,-1.86%,-1.59,-21.52%,4728150.0
0221.HK,6/9/2017,3:52pm,380160,0.31 - 0.31,0.31,-0.0,-1.59%,-0.59,-65.56%,598992.0
0222.HK,6/9/2017,1:40pm,16000,5.90 - 5.90,5.9,0.0,+0.00%,-2.68,-31.24%,312020.0
0223.HK,6/9/2017,3:59pm,7584000,0.209 - 0.218,0.209,0.0,+0.000%,-0.131,-38.529%,4789160.0
0224.HK,6/8/2017,10:25am,144000,1.66 - 1.67,1.64,-0.02,-1.20%,-0.04,-2.38%,75508.0
0225.HK,6/9/2017,1:28pm,22000,17.10 - 17.30,17.12,-0.18,-1.04%,-1.36,-7.36%,26863.0
0226.HK,6/9/2017,3:46pm,248000,4.73 - 4.78,4.73,-0.01,-0.21%,-0.23,-4.64%,57943.0
0227.HK,6/9/2017,3:49pm,2016000,1.11 - 1.15,1.12,-0.03,-2.61%,-0.41,-26.80%,1721330.0
0228.HK,6/9/2017,3:40pm,4302000,0.08 - 0.08,0.08,0.0,+1.27%,-0.03,-27.27%,3895900.0
0229.HK,6/9/2017,3:39pm,12000,1.05 - 1.10,1.1,0.0,+0.00%,-0.08,-6.78%,224620.0
0230.HK,6/9/2017,3:59pm,1925000,0.90 - 0.93,0.92,-0.01,-1.08%,-0.16,-14.81%,2380070.0
0231.HK,6/9/2017,3:59pm,3500000,0.076 - 0.080,0.077,-0.001,-1.282%,-0.049,-38.889%,10631600.0
0232.HK,6/9/2017,3:59pm,1768000,0.41 - 0.42,0.42,0.0,+0.00%,-0.18,-30.00%,4865780.0
0234.HK,6/9/2017,1:50pm,440000,0.14 - 0.14,0.14,-0.0,-0.71%,-0.03,-17.65%,1138700.0
0235.HK,6/9/2017,3:57pm,3652500,0.131 - 0.135,0.133,-0.002,-1.481%,-0.097,-42.174%,11984800.0
0236.HK,6/9/2017,3:59pm,30002,1.24 - 1.31,1.24,0.0,+0.00%,-0.14,-10.14%,46829.0
